Age,Experience,Education,JobLevel,Department,JobRole,PerformanceRating,ProjectsCompleted,Certifications,WeeklyHours,OvertimeHours,TeamSize,LeadershipScore,SkillMatchScore,YearsInRole,Promotions,EmploymentType,LocationType,CompanySize,JobSatisfaction,Salary_INR
31.0,11.0,PhD,Senior,HR,Developer,3.0,37.0,7.0,41.0,6.0,4.0,7.8,76.6,6.0,2.0,Contract,Remote,Startup,4.0,1077941.59
51.0,29.0,PhD,Junior,HR,Manager,2.0,37.0,2.0,35.0,14.0,12.0,1.4,51.1,5.0,0.0,Contract,Hybrid,Startup,5.0,1854769.83
52.0,31.0,BTech,Senior,Sales,Manager,4.0,20.0,6.0,39.0,1.0,7.0,9.5,76.3,2.0,0.0,Full-Time,Hybrid,MNC,5.0,2244797.91
46.0,23.0,BTech,Junior,IT,Analyst,4.0,4.0,0.0,50.0,7.0,7.0,9.8,78.1,3.0,0.0,Contract,Remote,Startup,1.0,1747397.43
52.0,30.0,MTech,Mid,IT,Developer,5.0,16.0,0.0,39.0,12.0,4.0,7.3,54.5,7.0,2.0,Full-Time,Office,Startup,4.0,2110854.41
44.0,24.0,MTech,Mid,Finance,Developer,2.0,2.0,,45.0,14.0,12.0,7.6,87.5,2.0,0.0,Contract,Hybrid,Startup,1.0,1713634.05
39.0,16.0,BTech,Mid,IT,Manager,5.0,27.0,0.0,37.0,8.0,8.0,6.5,99.4,7.0,0.0,Full-Time,Hybrid,MNC,2.0,1432289.95
26.0,3.0,BTech,Senior,Sales,Developer,4.0,11.0,0.0,56.0,0.0,6.0,2.2,73.6,7.0,2.0,Contract,Office,Startup,4.0,652660.32
39.0,19.0,BTech,Senior,HR,Analyst,2.0,36.0,6.0,38.0,2.0,4.0,2.5,54.0,1.0,0.0,Contract,Remote,Startup,5.0,1310265.59
40.0,18.0,PhD,Senior,Finance,Manager,3.0,27.0,6.0,38.0,4.0,8.0,4.7,57.9,1.0,2.0,Contract,Hybrid,MNC,5.0,1497533.0
41.0,19.0,MTech,Junior,HR,Manager,4.0,11.0,1.0,50.0,6.0,12.0,6.0,50.5,5.0,3.0,Full-Time,Hybrid,MNC,1.0,1525743.81
40.0,20.0,PhD,Senior,IT,Analyst,4.0,36.0,3.0,37.0,1.0,8.0,4.3,51.5,1.0,0.0,Full-Time,Hybrid,Startup,3.0,1502805.43
29.0,9.0,BCA,Senior,Finance,Analyst,4.0,27.0,5.0,44.0,4.0,7.0,8.5,81.0,3.0,3.0,Contract,Hybrid,Startup,4.0,1054531.32
25.0,2.0,PhD,Senior,Sales,Developer,5.0,12.0,5.0,56.0,13.0,12.0,3.1,86.5,7.0,2.0,Contract,Hybrid,MNC,2.0,633213.21
34.0,12.0,PhD,Junior,IT,Analyst,3.0,38.0,2.0,49.0,2.0,6.0,5.0,55.4,3.0,1.0,Full-Time,Hybrid,Startup,2.0,1046041.88
52.0,32.0,BTech,Mid,Finance,Manager,1.0,27.0,0.0,50.0,3.0,11.0,8.9,53.1,2.0,2.0,Contract,Office,Startup,4.0,2130719.75
42.0,22.0,MTech,Senior,Sales,Analyst,4.0,13.0,6.0,55.0,3.0,9.0,3.5,67.2,1.0,3.0,Contract,Hybrid,MNC,3.0,1616525.42
27.0,4.0,MTech,Junior,IT,Developer,3.0,24.0,1.0,45.0,8.0,5.0,8.8,89.1,4.0,2.0,Contract,Office,Startup,5.0,776630.91
31.0,10.0,BCA,Junior,HR,Developer,4.0,31.0,2.0,54.0,9.0,13.0,3.4,52.9,6.0,1.0,Full-Time,Hybrid,Startup,2.0,916616.69
27.0,4.0,BTech,Mid,IT,Manager,5.0,28.0,1.0,42.0,1.0,9.0,3.2,64.8,5.0,3.0,Full-Time,Office,Startup,5.0,723183.16
47.0,25.0,BCA,Mid,Finance,Manager,3.0,38.0,6.0,43.0,2.0,14.0,8.5,97.8,5.0,0.0,Contract,Remote,Startup,2.0,1885275.6
36.0,13.0,BTech,Mid,HR,Analyst,4.0,4.0,6.0,43.0,7.0,5.0,8.3,97.9,1.0,2.0,Contract,,Startup,4.0,1232250.17
50.0,30.0,BTech,Mid,IT,Developer,4.0,35.0,3.0,49.0,8.0,10.0,1.6,68.3,4.0,1.0,Contract,Office,MNC,4.0,1943083.68
32.0,9.0,BCA,Junior,Sales,Manager,4.0,29.0,,35.0,2.0,11.0,9.0,65.6,3.0,2.0,Full-Time,Office,Startup,4.0,1147457.55
33.0,12.0,MTech,Mid,IT,Developer,3.0,22.0,7.0,50.0,5.0,14.0,2.9,79.4,2.0,1.0,Full-Time,Office,MNC,1.0,1025059.13
31.0,9.0,PhD,Senior,Sales,Developer,4.0,3.0,0.0,37.0,6.0,4.0,4.0,73.2,2.0,2.0,Full-Time,Hybrid,Startup,2.0,911141.05
42.0,20.0,MTech,Junior,HR,Analyst,5.0,36.0,,55.0,11.0,14.0,4.5,59.0,4.0,3.0,Contract,Hybrid,MNC,2.0,1544659.35
40.0,19.0,PhD,Junior,IT,Developer,1.0,21.0,7.0,57.0,3.0,14.0,5.9,79.0,1.0,2.0,Contract,Remote,Startup,4.0,1414714.88
52.0,30.0,PhD,Mid,HR,Analyst,5.0,10.0,2.0,41.0,6.0,7.0,7.9,77.2,1.0,0.0,Full-Time,Remote,MNC,2.0,1975768.69
25.0,5.0,PhD,Junior,HR,Analyst,4.0,13.0,0.0,39.0,7.0,5.0,4.3,58.1,6.0,3.0,Contract,Hybrid,MNC,4.0,748141.65
51.0,30.0,MTech,Mid,Finance,Manager,4.0,18.0,6.0,39.0,4.0,7.0,6.8,62.4,4.0,0.0,Contract,Office,MNC,3.0,2060908.25
49.0,26.0,BCA,Junior,HR,Analyst,1.0,37.0,5.0,35.0,8.0,2.0,2.5,51.1,1.0,3.0,Full-Time,Hybrid,MNC,5.0,1729472.97
39.0,17.0,BTech,Senior,HR,Manager,4.0,23.0,4.0,37.0,12.0,12.0,2.6,69.9,1.0,0.0,Contract,Office,Startup,3.0,1330973.45
29.0,6.0,BTech,Senior,Sales,Developer,5.0,13.0,,35.0,8.0,9.0,8.2,89.3,3.0,3.0,Full-Time,Remote,Startup,2.0,844876.79
47.0,-5.0,BCA,Senior,Sales,Developer,4.0,2.0,5.0,56.0,3.0,14.0,6.7,90.9,3.0,2.0,Contract,Office,Startup,4.0,1720907.1
52.0,31.0,MTech,Mid,Sales,Manager,5.0,15.0,3.0,59.0,8.0,3.0,9.7,75.9,7.0,2.0,Contract,Remote,Startup,3.0,2215864.37
43.0,21.0,MTech,Senior,IT,Analyst,4.0,7.0,4.0,43.0,2.0,3.0,8.9,77.1,2.0,0.0,Contract,Remote,Startup,3.0,1647021.49
51.0,28.0,PhD,Junior,Sales,Analyst,5.0,20.0,1.0,48.0,14.0,4.0,7.1,65.6,1.0,1.0,Contract,Hybrid,Startup,1.0,1946989.87
28.0,8.0,BCA,Junior,HR,Analyst,3.0,13.0,,47.0,2.0,11.0,8.8,79.1,3.0,0.0,Full-Time,Office,Startup,2.0,994445.17
28.0,7.0,MTech,Senior,Finance,Manager,4.0,33.0,4.0,48.0,5.0,2.0,8.2,76.5,2.0,2.0,Contract,Office,MNC,3.0,999414.39
33.0,12.0,MTech,Junior,HR,Developer,2.0,8.0,5.0,52.0,4.0,3.0,9.4,72.7,3.0,2.0,Full-Time,,MNC,1.0,1172167.86
54.0,31.0,PhD,Mid,Finance,Developer,3.0,23.0,5.0,51.0,12.0,12.0,3.1,68.2,6.0,1.0,Full-Time,Hybrid,MNC,2.0,1894963.51
45.0,24.0,BCA,Senior,Finance,Developer,1.0,10.0,0.0,52.0,6.0,8.0,5.6,71.8,3.0,1.0,Full-Time,Hybrid,Startup,4.0,1685372.21
36.0,13.0,BCA,Senior,Sales,Manager,4.0,22.0,0.0,54.0,11.0,7.0,6.8,96.6,4.0,0.0,Contract,Hybrid,Startup,5.0,1310259.7
43.0,21.0,MTech,Junior,Sales,Analyst,5.0,30.0,1.0,43.0,4.0,8.0,7.1,84.0,5.0,2.0,Contract,Remote,Startup,3.0,1645232.72
48.0,28.0,PhD,Mid,Sales,Analyst,5.0,6.0,0.0,43.0,10.0,11.0,7.1,82.2,3.0,3.0,Contract,Office,Startup,2.0,1926713.52
36.0,15.0,BTech,Junior,Finance,Developer,1.0,34.0,,39.0,0.0,9.0,2.9,53.8,7.0,1.0,Full-Time,Hybrid,Startup,5.0,1132648.22
42.0,20.0,BTech,Junior,Finance,Analyst,3.0,38.0,5.0,48.0,8.0,5.0,4.4,92.8,7.0,2.0,Contract,Remote,MNC,5.0,1459125.68
23.0,0.0,MTech,Mid,HR,Manager,4.0,15.0,7.0,38.0,10.0,6.0,2.9,62.9,2.0,3.0,Full-Time,Hybrid,Startup,2.0,440085.68
28.0,7.0,BTech,Mid,Finance,Developer,4.0,23.0,3.0,51.0,10.0,6.0,5.8,65.2,3.0,0.0,Full-Time,Office,Startup,4.0,787080.02
47.0,25.0,PhD,Senior,IT,Manager,4.0,32.0,2.0,40.0,11.0,8.0,7.5,97.1,7.0,3.0,Contract,Office,MNC,5.0,1836192.88
54.0,34.0,MTech,Junior,Sales,Developer,2.0,27.0,6.0,36.0,11.0,6.0,4.1,73.6,2.0,1.0,Full-Time,Office,Startup,2.0,2162064.96
54.0,33.0,BCA,Junior,HR,Developer,2.0,22.0,1.0,40.0,14.0,11.0,9.3,98.1,1.0,0.0,Contract,Remote,Startup,5.0,2195047.64
53.0,33.0,MTech,Senior,Sales,Manager,4.0,29.0,1.0,36.0,7.0,8.0,8.8,55.9,7.0,1.0,Full-Time,Hybrid,Startup,3.0,2302205.4
37.0,14.0,BCA,Senior,HR,Manager,4.0,13.0,,49.0,3.0,10.0,6.2,58.8,6.0,2.0,Full-Time,Hybrid,MNC,2.0,1298300.11
45.0,24.0,BTech,Junior,Sales,Analyst,1.0,37.0,1.0,58.0,11.0,3.0,7.5,68.2,2.0,2.0,Contract,Office,MNC,4.0,1619056.0
44.0,23.0,BCA,Mid,IT,Analyst,1.0,37.0,5.0,56.0,11.0,12.0,7.0,58.6,2.0,0.0,Full-Time,Office,Startup,5.0,1598321.13
52.0,30.0,BCA,Junior,HR,Developer,5.0,28.0,5.0,57.0,7.0,8.0,1.8,71.1,2.0,3.0,Contract,Office,Startup,4.0,-30000.0
29.0,6.0,BTech,Junior,IT,Developer,2.0,10.0,3.0,41.0,13.0,3.0,2.0,72.3,6.0,0.0,Contract,Hybrid,MNC,1.0,674121.43
46.0,25.0,BTech,Senior,Sales,Manager,4.0,17.0,0.0,50.0,11.0,11.0,9.9,99.1,2.0,2.0,Full-Time,Office,Startup,1.0,1914657.91
53.0,33.0,PhD,Junior,IT,Analyst,2.0,27.0,3.0,46.0,2.0,2.0,2.0,68.7,7.0,2.0,Full-Time,Hybrid,MNC,2.0,2070613.66
38.0,18.0,BCA,Mid,IT,Developer,1.0,16.0,7.0,53.0,9.0,13.0,2.2,60.0,3.0,3.0,Contract,Remote,Startup,4.0,1306582.78
45.0,23.0,MTech,Senior,HR,Developer,3.0,12.0,0.0,39.0,1.0,13.0,3.8,56.9,3.0,3.0,Full-Time,Office,Startup,2.0,1606962.09
44.0,24.0,PhD,Senior,Sales,Manager,2.0,25.0,3.0,50.0,11.0,5.0,3.2,70.9,3.0,0.0,Full-Time,Office,Startup,5.0,1607410.49
54.0,32.0,PhD,Mid,Finance,Analyst,5.0,6.0,,43.0,2.0,13.0,7.5,80.2,2.0,3.0,Full-Time,Hybrid,Startup,5.0,2142367.62
25.0,2.0,BTech,Mid,Sales,Analyst,2.0,7.0,4.0,43.0,10.0,3.0,1.3,77.0,7.0,2.0,Contract,Hybrid,Startup,4.0,447164.54
34.0,11.0,PhD,Mid,Sales,Manager,4.0,18.0,3.0,44.0,10.0,4.0,6.5,64.4,3.0,3.0,Full-Time,Hybrid,Startup,5.0,1099840.32
29.0,9.0,PhD,Mid,IT,Developer,4.0,32.0,4.0,40.0,6.0,5.0,6.9,84.9,7.0,2.0,Contract,Hybrid,Startup,3.0,972806.03
31.0,8.0,MTech,Senior,IT,Developer,3.0,33.0,4.0,58.0,3.0,5.0,6.1,89.6,5.0,0.0,Contract,Office,Startup,4.0,874986.37
45.0,22.0,PhD,Junior,Sales,Manager,1.0,11.0,1.0,46.0,4.0,12.0,7.0,81.9,5.0,3.0,Contract,Office,Startup,4.0,1545099.87
53.0,30.0,PhD,Junior,HR,Manager,3.0,36.0,5.0,40.0,12.0,13.0,1.5,61.1,2.0,2.0,Contract,Remote,Startup,2.0,1928721.2
22.0,2.0,BCA,Junior,Finance,Developer,5.0,37.0,,35.0,5.0,5.0,5.3,92.3,2.0,0.0,Contract,Office,MNC,5.0,644605.22
46.0,24.0,PhD,Senior,Sales,Manager,1.0,24.0,,44.0,13.0,12.0,7.8,79.3,6.0,1.0,Contract,Office,Startup,3.0,1697042.43
34.0,14.0,BCA,Junior,Sales,Analyst,3.0,37.0,0.0,46.0,0.0,13.0,6.9,53.6,7.0,3.0,Full-Time,Remote,Startup,5.0,1288690.06
51.0,31.0,BTech,Junior,Sales,Manager,5.0,5.0,5.0,47.0,4.0,7.0,3.8,65.4,7.0,1.0,Contract,Hybrid,Startup,5.0,2127109.15
41.0,21.0,PhD,Senior,IT,Developer,3.0,32.0,2.0,42.0,5.0,8.0,5.3,97.2,2.0,1.0,Contract,Remote,Startup,5.0,1554180.1
53.0,32.0,MTech,Senior,Finance,Manager,3.0,24.0,7.0,57.0,8.0,12.0,2.9,92.2,5.0,0.0,Contract,Remote,Startup,5.0,2061708.61
26.0,5.0,MTech,Junior,HR,Developer,5.0,11.0,,47.0,6.0,2.0,5.9,50.1,1.0,2.0,Contract,Remote,MNC,3.0,776484.06
27.0,5.0,PhD,Mid,IT,Analyst,1.0,4.0,5.0,48.0,3.0,13.0,5.5,73.7,2.0,0.0,Full-Time,Hybrid,Startup,3.0,693219.14
29.0,6.0,PhD,Junior,Sales,Manager,3.0,17.0,1.0,59.0,5.0,11.0,2.3,97.4,5.0,3.0,Contract,Remote,Startup,2.0,734834.97
31.0,8.0,BTech,Mid,IT,Analyst,5.0,10.0,0.0,53.0,9.0,8.0,8.9,85.6,3.0,3.0,Full-Time,Hybrid,MNC,1.0,1023477.43
44.0,23.0,PhD,Mid,HR,Manager,4.0,16.0,6.0,39.0,3.0,3.0,9.7,61.1,1.0,3.0,Contract,Office,Startup,4.0,1797624.18
36.0,13.0,PhD,Junior,Sales,Analyst,4.0,39.0,6.0,58.0,13.0,10.0,8.7,66.3,1.0,2.0,Full-Time,Remote,MNC,4.0,1194775.87
47.0,24.0,BCA,Junior,Finance,Developer,,3.0,5.0,50.0,0.0,4.0,2.0,70.7,2.0,3.0,Contract,Office,Startup,4.0,1580001.52
39.0,17.0,MTech,Senior,HR,Analyst,2.0,19.0,4.0,45.0,8.0,5.0,3.4,57.8,6.0,0.0,Full-Time,Office,Startup,3.0,1284717.68
54.0,31.0,PhD,Junior,IT,Developer,5.0,23.0,4.0,52.0,11.0,14.0,7.8,90.4,1.0,1.0,Contract,Office,MNC,1.0,2091972.95
41.0,20.0,MTech,Mid,IT,Developer,2.0,23.0,6.0,43.0,9.0,14.0,3.0,63.5,7.0,0.0,Full-Time,Remote,MNC,5.0,1465132.47
49.0,27.0,BCA,Mid,Sales,Analyst,1.0,30.0,2.0,38.0,7.0,11.0,8.2,52.2,2.0,2.0,Full-Time,,MNC,5.0,1845967.96
35.0,12.0,MTech,Mid,IT,Manager,1.0,8.0,0.0,35.0,14.0,2.0,2.7,77.7,7.0,3.0,Full-Time,Office,Startup,4.0,1051533.36
28.0,6.0,BTech,Junior,Sales,Developer,4.0,22.0,2.0,53.0,13.0,6.0,7.2,83.1,4.0,0.0,Contract,Office,MNC,3.0,864277.49
37.0,17.0,MTech,Mid,IT,Manager,1.0,2.0,3.0,48.0,2.0,4.0,1.3,51.7,1.0,1.0,Full-Time,Remote,MNC,3.0,1297023.77
50.0,30.0,PhD,Mid,IT,Analyst,1.0,22.0,2.0,48.0,14.0,5.0,2.0,75.6,2.0,2.0,Full-Time,Hybrid,Startup,4.0,1854747.54
40.0,19.0,PhD,Junior,HR,Developer,2.0,38.0,,55.0,5.0,9.0,2.2,52.0,3.0,2.0,Full-Time,Office,Startup,3.0,1251015.69
52.0,30.0,BCA,Mid,Finance,Manager,1.0,21.0,0.0,41.0,12.0,3.0,9.1,94.7,6.0,3.0,Full-Time,Office,MNC,1.0,2052764.64
23.0,1.0,BTech,Junior,IT,Manager,3.0,24.0,4.0,40.0,0.0,2.0,8.3,53.2,2.0,1.0,Full-Time,Office,MNC,1.0,638641.7
40.0,20.0,MTech,Mid,IT,Analyst,2.0,23.0,5.0,51.0,2.0,7.0,9.2,52.2,6.0,3.0,Full-Time,Remote,Startup,2.0,1519566.28
27.0,4.0,MTech,Junior,Finance,Manager,1.0,2.0,4.0,48.0,4.0,2.0,7.7,95.4,7.0,0.0,Contract,Remote,Startup,1.0,745055.32
41.0,21.0,MTech,Mid,HR,Manager,5.0,6.0,4.0,42.0,6.0,11.0,9.1,84.6,6.0,0.0,Full-Time,Office,Startup,3.0,1772441.63
49.0,29.0,MTech,Mid,IT,Analyst,3.0,31.0,4.0,38.0,2.0,11.0,3.4,91.4,6.0,2.0,Full-Time,Remote,MNC,3.0,1919358.75
48.0,28.0,BTech,Senior,IT,Manager,4.0,18.0,5.0,52.0,9.0,7.0,4.0,88.7,7.0,2.0,Contract,Hybrid,Startup,5.0,1949030.11
42.0,21.0,MTech,Mid,IT,Manager,4.0,9.0,4.0,41.0,11.0,7.0,2.8,95.9,6.0,3.0,Contract,Hybrid,MNC,3.0,1584638.13
45.0,24.0,MTech,Senior,HR,Analyst,4.0,11.0,3.0,56.0,8.0,9.0,2.5,63.1,7.0,2.0,Contract,Office,MNC,1.0,1583992.38
42.0,19.0,BTech,Senior,Finance,Analyst,1.0,19.0,5.0,54.0,8.0,7.0,6.7,55.1,2.0,0.0,Contract,Hybrid,Startup,4.0,1374391.66
39.0,19.0,MTech,Junior,Finance,Manager,,34.0,7.0,43.0,6.0,10.0,1.8,99.6,7.0,2.0,Full-Time,Hybrid,MNC,5.0,1324512.31
22.0,1.0,MTech,Senior,IT,Developer,2.0,22.0,7.0,44.0,4.0,7.0,2.0,66.0,6.0,0.0,Full-Time,Remote,MNC,2.0,410727.43
26.0,3.0,BTech,Mid,Finance,Analyst,4.0,6.0,5.0,41.0,8.0,4.0,9.5,84.8,7.0,2.0,Full-Time,Office,MNC,2.0,829220.87
32.0,11.0,BCA,Senior,IT,Analyst,2.0,4.0,2.0,57.0,11.0,14.0,9.8,99.6,5.0,2.0,Contract,Hybrid,Startup,3.0,1132764.37
40.0,19.0,BCA,Senior,Sales,Analyst,1.0,2.0,4.0,56.0,5.0,2.0,1.6,69.8,4.0,2.0,Contract,,Startup,4.0,1306439.73
51.0,31.0,MTech,Mid,IT,Manager,2.0,21.0,3.0,57.0,14.0,10.0,5.5,89.5,6.0,0.0,Contract,Remote,MNC,2.0,2000501.35
31.0,11.0,BCA,Senior,Sales,Analyst,4.0,39.0,3.0,52.0,9.0,2.0,1.2,51.6,7.0,1.0,Full-Time,Office,Startup,2.0,990876.32
27.0,4.0,BCA,Mid,IT,Manager,4.0,33.0,1.0,49.0,8.0,7.0,4.2,56.4,4.0,0.0,Full-Time,Remote,Startup,3.0,729763.46
37.0,15.0,BTech,Junior,IT,Developer,5.0,29.0,7.0,56.0,7.0,13.0,2.1,79.6,4.0,2.0,Contract,Hybrid,MNC,3.0,1267821.24
29.0,9.0,BTech,Mid,Sales,Manager,4.0,14.0,2.0,50.0,4.0,2.0,1.3,85.7,3.0,0.0,Contract,Remote,MNC,3.0,20000000.0
29.0,7.0,MTech,Junior,HR,Analyst,1.0,38.0,,51.0,2.0,8.0,4.8,93.9,5.0,1.0,Contract,Office,Startup,5.0,726806.44
49.0,29.0,MTech,Mid,Finance,Manager,3.0,30.0,2.0,48.0,1.0,2.0,3.1,72.7,1.0,1.0,Full-Time,Office,Startup,5.0,1918081.65
49.0,28.0,MTech,Senior,Sales,Manager,,30.0,3.0,39.0,14.0,6.0,5.2,79.1,4.0,3.0,Full-Time,Hybrid,MNC,2.0,1909800.38
24.0,4.0,MTech,Senior,Sales,Manager,1.0,17.0,1.0,59.0,14.0,5.0,3.6,52.0,1.0,3.0,Full-Time,Remote,MNC,4.0,706823.26
25.0,3.0,BCA,Junior,Sales,Manager,4.0,4.0,3.0,50.0,4.0,7.0,1.5,65.9,3.0,3.0,Full-Time,Hybrid,MNC,2.0,635130.03
28.0,7.0,BTech,Senior,IT,Developer,3.0,38.0,0.0,49.0,11.0,8.0,5.8,56.1,5.0,0.0,Full-Time,Remote,MNC,4.0,808344.96
25.0,5.0,MTech,Senior,Finance,Manager,5.0,34.0,6.0,35.0,9.0,7.0,5.1,90.6,5.0,0.0,Contract,Office,MNC,5.0,870959.55
30.0,8.0,BTech,Junior,Finance,Analyst,4.0,18.0,,43.0,14.0,7.0,8.2,81.6,1.0,1.0,Contract,Hybrid,MNC,1.0,955415.19
46.0,24.0,BTech,Junior,Finance,Analyst,5.0,2.0,3.0,43.0,14.0,7.0,7.8,96.4,6.0,0.0,Contract,Remote,MNC,3.0,1795859.15
25.0,5.0,MTech,Senior,Finance,Analyst,2.0,9.0,2.0,58.0,3.0,13.0,5.8,93.2,2.0,3.0,Contract,Hybrid,Startup,3.0,695290.87
33.0,13.0,BTech,Senior,IT,Manager,3.0,10.0,2.0,58.0,6.0,5.0,2.1,63.1,1.0,1.0,Full-Time,Hybrid,MNC,1.0,1102691.68
27.0,7.0,MTech,Mid,IT,Developer,1.0,39.0,6.0,53.0,2.0,7.0,6.8,79.4,2.0,3.0,Full-Time,Remote,Startup,3.0,771203.83
50.0,28.0,BCA,Mid,HR,Analyst,4.0,29.0,4.0,47.0,7.0,6.0,4.2,50.7,2.0,1.0,Full-Time,Hybrid,Startup,4.0,1848538.77
42.0,21.0,BCA,Senior,HR,Analyst,3.0,18.0,2.0,38.0,6.0,3.0,5.9,85.2,6.0,1.0,Full-Time,Office,MNC,5.0,1569327.01
37.0,15.0,MTech,Junior,Finance,Developer,3.0,37.0,,45.0,0.0,2.0,6.4,67.9,7.0,3.0,Full-Time,Remote,MNC,5.0,1284167.14
31.0,11.0,BCA,Junior,Finance,Analyst,2.0,35.0,7.0,49.0,7.0,8.0,9.3,71.6,6.0,0.0,Full-Time,Hybrid,MNC,3.0,1115484.54
27.0,7.0,PhD,Senior,HR,Manager,2.0,13.0,,51.0,5.0,7.0,6.7,71.3,5.0,0.0,Contract,Hybrid,Startup,1.0,847868.91
49.0,29.0,MTech,Mid,Sales,Developer,3.0,32.0,3.0,35.0,8.0,9.0,9.0,97.2,4.0,3.0,Full-Time,Hybrid,MNC,1.0,2093986.36
37.0,15.0,MTech,Senior,HR,Developer,2.0,9.0,3.0,54.0,3.0,14.0,4.3,91.3,6.0,3.0,Contract,Hybrid,MNC,5.0,1157175.37
30.0,10.0,BTech,Senior,Finance,Analyst,1.0,30.0,4.0,39.0,3.0,13.0,6.9,81.0,2.0,0.0,Contract,Office,MNC,5.0,973566.01
25.0,4.0,BTech,Senior,HR,Analyst,2.0,25.0,0.0,54.0,9.0,5.0,8.2,53.2,3.0,2.0,Contract,Office,Startup,4.0,758107.05
46.0,23.0,BCA,Junior,Finance,Manager,3.0,4.0,4.0,37.0,14.0,7.0,6.6,71.2,5.0,3.0,Full-Time,Office,Startup,5.0,1722209.77
30.0,9.0,MTech,Junior,Sales,Analyst,1.0,39.0,6.0,48.0,2.0,14.0,7.7,73.8,1.0,1.0,Full-Time,Hybrid,Startup,3.0,983602.54
46.0,24.0,BCA,Mid,Finance,Analyst,1.0,14.0,,53.0,8.0,5.0,6.3,89.1,4.0,3.0,Contract,Office,MNC,2.0,1686277.21
51.0,29.0,BCA,Mid,Finance,Developer,2.0,3.0,5.0,38.0,14.0,7.0,6.9,85.1,4.0,3.0,Contract,Office,Startup,3.0,2050545.82
50.0,30.0,MTech,Junior,Finance,Developer,2.0,13.0,4.0,41.0,8.0,7.0,9.2,60.0,4.0,0.0,Contract,Office,Startup,5.0,2053234.73
53.0,30.0,BTech,Senior,IT,Developer,3.0,2.0,0.0,45.0,8.0,3.0,6.2,88.0,5.0,0.0,Full-Time,Office,MNC,3.0,2028916.93
27.0,7.0,MTech,Mid,IT,Developer,3.0,11.0,4.0,39.0,13.0,9.0,4.0,71.4,6.0,1.0,Full-Time,Remote,Startup,3.0,794366.79
24.0,4.0,BCA,Mid,Finance,Developer,2.0,20.0,7.0,43.0,8.0,9.0,2.0,87.3,2.0,2.0,Contract,Hybrid,MNC,1.0,569486.22
40.0,19.0,BTech,Senior,IT,Manager,3.0,30.0,1.0,57.0,0.0,13.0,3.2,69.9,4.0,0.0,Full-Time,Remote,Startup,5.0,1414810.45
24.0,1.0,PhD,Senior,Finance,Developer,1.0,2.0,0.0,51.0,10.0,5.0,8.7,81.2,2.0,0.0,Full-Time,Hybrid,MNC,5.0,538711.38
46.0,24.0,PhD,Junior,Sales,Analyst,3.0,12.0,0.0,55.0,7.0,9.0,6.0,78.2,3.0,3.0,Contract,Office,Startup,5.0,1640213.99
36.0,15.0,PhD,Junior,Finance,Analyst,3.0,16.0,5.0,54.0,9.0,4.0,3.9,56.4,7.0,1.0,Contract,Office,Startup,5.0,1201147.26
36.0,13.0,BCA,Junior,IT,Developer,5.0,12.0,2.0,53.0,5.0,10.0,3.0,87.5,1.0,0.0,Full-Time,Office,Startup,5.0,1065102.16
36.0,15.0,PhD,Senior,Finance,Manager,1.0,23.0,1.0,51.0,7.0,2.0,3.6,100.0,3.0,0.0,Contract,Hybrid,Startup,5.0,1202839.09
49.0,27.0,BTech,Senior,Finance,Analyst,2.0,32.0,0.0,46.0,5.0,6.0,9.5,73.3,1.0,3.0,Contract,Office,Startup,5.0,1920407.88
26.0,4.0,BTech,Senior,HR,Manager,2.0,7.0,6.0,50.0,10.0,7.0,1.1,59.8,6.0,2.0,Full-Time,Hybrid,MNC,2.0,580262.82
43.0,21.0,PhD,Junior,IT,Manager,5.0,35.0,6.0,45.0,13.0,12.0,8.3,60.0,1.0,2.0,Full-Time,Remote,MNC,1.0,1725179.09
52.0,31.0,MTech,Junior,IT,Analyst,1.0,9.0,5.0,46.0,4.0,3.0,4.3,93.7,6.0,2.0,Contract,Remote,MNC,5.0,1991646.27
46.0,25.0,BCA,Mid,IT,Manager,2.0,3.0,7.0,57.0,2.0,5.0,1.2,92.5,1.0,0.0,Full-Time,Remote,MNC,1.0,1650867.61
37.0,15.0,PhD,Junior,Finance,Analyst,4.0,29.0,5.0,46.0,7.0,14.0,3.7,81.4,7.0,2.0,Contract,Remote,Startup,2.0,1241267.58
23.0,2.0,PhD,Senior,HR,Manager,4.0,18.0,1.0,36.0,12.0,3.0,5.7,70.1,6.0,1.0,Full-Time,Hybrid,MNC,5.0,631726.42
51.0,31.0,MTech,Senior,HR,Analyst,2.0,9.0,0.0,40.0,14.0,9.0,9.9,65.4,1.0,2.0,Contract,Remote,Startup,2.0,2038704.4
45.0,22.0,MTech,Senior,Finance,Analyst,2.0,5.0,5.0,47.0,11.0,5.0,3.5,98.3,2.0,2.0,Contract,Office,MNC,2.0,1499068.14
24.0,3.0,BTech,Senior,HR,Developer,2.0,34.0,4.0,53.0,9.0,14.0,2.1,58.2,7.0,2.0,Contract,Office,MNC,2.0,443170.91
38.0,18.0,PhD,Junior,Sales,Manager,1.0,21.0,1.0,52.0,4.0,11.0,8.7,61.2,6.0,2.0,Contract,Hybrid,Startup,4.0,1464238.18
47.0,24.0,BCA,Senior,IT,Developer,,10.0,2.0,35.0,11.0,8.0,8.5,69.5,4.0,1.0,Full-Time,Hybrid,MNC,5.0,1703897.99
